season,deputy_id,deputy_name,vist_rank,golos_rank,zakon_rank,allIn_rank,party_name_clean,days,times
7,99112811,Минкин Иршат Султанович,1,5,4,4,единая россия,1776,1
7,99112812,Миронова Валентина Михайловна,2,5,3,4,единая россия,1776,1
7,99112813,Мищеряков Юрий Николаевич,2,3,3,3,единая россия,1776,1
7,99112814,Морозов Дмитрий Анатольевич,4,5,3,5,единая россия,1776,1
7,99112815,Москвин Денис Павлович,1,4,2,3,единая россия,1776,1
7,99112816,Натаров Сергей Васильевич,4,3,2,3,лдпр,1776,1
7,99112817,Николаев Николай Петрович,5,5,4,5,единая россия,1776,1
7,99112818,Николаев Олег Алексеевич,4,4,4,4,справедливая россия,1211,1
7,99112819,Николаева Виктория Викторовна,1,5,3,3,единая россия,1776,1
7,99112820,Новиков Владимир Михайлович,1,5,3,3,единая россия,1776,1
7,99112821,Носов Александр Алексеевич,2,5,4,4,единая россия,1776,1
7,99112822,Окунева Ольга Владимировна,4,5,4,5,единая россия,1776,1
7,99112823,Олейников Юрий Павлович,3,5,3,5,единая россия,1776,1
7,99112824,Онищенко Геннадий Григорьевич,4,5,3,5,единая россия,1776,1
7,99112825,Осипов Илья Владимирович,4,5,3,4,единая россия,1776,1
7,99112826,Палкин Андрей Васильевич,1,3,3,3,единая россия,1776,1
7,99112827,Панов Владимир Александрович,1,5,3,3,единая россия,469,1
7,99112828,Пантелеев Сергей Михайлович,3,3,1,3,кпрф,1776,1
7,99112829,Парфенов Денис Андреевич,3,3,2,3,кпрф,1776,1
7,99112830,Пахомов Сергей Александрович,2,5,3,4,единая россия,1776,1
7,99112831,Пашин Виталий Львович,3,3,2,3,лдпр,1776,1
7,99112832,Перминов Дмитрий Сергеевич,2,5,4,4,единая россия,1776,1
7,99112834,Петрунин Николай Юрьевич,1,5,4,4,единая россия,1776,1
7,99112835,Пискарев Василий Иванович,4,5,5,5,единая россия,1776,1
7,99112837,Поляков Александр Алексеевич,1,4,4,3,единая россия,1776,1
7,99112839,Пушкина Оксана Викторовна,2,4,1,3,единая россия,1776,1
7,99112840,Пятикоп Александр Иванович,3,5,3,4,единая россия,1776,1
7,99112841,Ревенко Евгений Васильевич,3,5,4,4,единая россия,1776,1
7,99112842,Романов Михаил Валентинович,1,5,5,4,единая россия,1776,1
7,99112843,Рудченко Валентина Васильевна,1,5,2,3,единая россия,1776,1
7,99112844,Рыжак Николай Иванович,4,4,3,4,справедливая россия,1776,1
7,99112845,Савастьянова Ольга Викторовна,5,5,3,5,единая россия,1776,1
7,99112847,Савченко Светлана Борисовна,3,5,3,4,единая россия,1776,1
7,99112848,Сазонов Дмитрий Валерьевич,3,5,2,4,единая россия,1776,1
7,99112849,Санина Наталья Петровна,2,5,4,4,единая россия,1776,1
7,99112850,Сапко Игорь Вячеславович,3,5,4,5,единая россия,1776,1
7,99112851,Сапрыкина Татьяна Васильевна,3,5,4,5,единая россия,1776,1
7,99112852,Селиверстов Виктор Валентинович,1,4,4,3,единая россия,1775,1
7,99112853,Серова Елена Олеговна,1,5,2,3,единая россия,1776,1
7,99112854,Серпер Евгений Александрович,1,4,3,3,единая россия,1776,1
7,99112855,Сидоров Александр Леонидович,1,5,3,3,единая россия,1776,1
7,99112856,Силанов Алексей Николаевич,1,4,3,3,единая россия,560,1
7,99112857,Синяговский Владимир Ильич,2,5,4,4,единая россия,1776,1
7,99112858,Скляр Геннадий Иванович,1,5,1,3,единая россия,1776,1
7,99112859,Скриванов Дмитрий Станиславович,3,3,4,4,единая россия,1776,1
7,99112860,Слыщенко Константин Григорьевич,3,5,4,4,единая россия,1776,1
7,99112861,Соломатина Татьяна Васильевна,2,5,4,4,единая россия,1776,1
7,99112862,Сопчук Сергей Андреевич,1,4,2,3,единая россия,1776,1
7,99112863,Станкевич Игорь Валентинович,3,5,4,4,единая россия,1776,1
7,99112864,Сураев Максим Викторович,3,5,2,4,единая россия,1776,1
7,99112865,Сухарев Игорь Николаевич,1,5,3,3,единая россия,1388,1
7,99112866,Таймазов Артур Борисович,2,4,2,3,единая россия,1776,1
7,99112867,Тетерин Иван Михайлович,3,5,4,5,единая россия,1776,1
7,99112868,Тихомиров Анатолий Федорович,1,5,3,4,единая россия,1776,1
7,99112869,Толстой Петр Олегович,4,3,3,4,единая россия,1776,1
7,99112870,Торощин Игорь Андреевич,4,4,1,3,лдпр,1776,1
7,99112871,Тутова Лариса Николаевна,3,5,4,4,единая россия,1776,1
7,99112873,Фаррахов Айрат Закиевич,4,5,4,5,единая россия,1776,1
7,99112874,Фирюлин Иван Иванович,1,5,2,3,единая россия,1776,1
7,99112875,Харсиев Алихан Анатольевич,1,4,3,3,единая россия,1776,1
7,99112876,Хохлов Алексей Алексеевич,2,5,3,4,единая россия,1776,1
7,99112877,Хуснулин Равиль Камильевич,1,5,4,3,единая россия,1776,1
7,99112878,Цыбизова Татьяна Игоревна,2,5,4,4,единая россия,1776,1
7,99112879,Чепиков Сергей Владимирович,1,5,3,3,единая россия,1776,1
7,99112880,Черкесов Леонид Ильич,1,5,3,3,единая россия,1776,1
7,99112881,Чернышев Андрей Владимирович,2,5,4,4,единая россия,1444,1
7,99112882,Чернышев Михаил Анатольевич,2,5,2,4,единая россия,1776,1
7,99112883,Черняева Нина Алексеевна,1,5,4,4,единая россия,1762,1
7,99112885,Шаргунов Сергей Александрович,3,3,2,3,кпрф,1776,1
7,99112886,Швыткин Юрий Николаевич,4,5,5,5,единая россия,1776,1
7,99112887,Шеремет Михаил Сергеевич,3,5,4,5,единая россия,1776,1
7,99112888,Шилков Данил Евгеньевич,2,3,2,3,лдпр,1079,1
7,99112889,Шишкоедов Василий Михайлович,1,4,3,3,единая россия,1776,1
7,99112890,Шолохов Александр Михайлович,3,5,2,4,единая россия,1776,1
7,99112891,Шперов Павел Валентинович,3,3,2,3,лдпр,1776,1
7,99112892,Шулепов Евгений Борисович,3,5,5,5,единая россия,1776,1
7,99112893,Щаблыкин Максим Иванович,3,5,3,4,единая россия,1776,1
7,99112894,Щапов Михаил Викторович,3,3,3,3,кпрф,1776,1
7,99112895,Эмиргамзаев Абдулгамид Гасанович,1,5,3,3,единая россия,1776,1
7,99112896,Юмашева Инга Альбертовна,2,4,2,3,единая россия,1776,1
7,99112897,Юрков Дмитрий Васильевич,3,5,4,4,единая россия,1776,1
7,99112899,Ямпольская Елена Александровна,4,5,2,4,единая россия,1776,1
7,99112911,Жупиков Александр Владимирович,1,3,3,2,единая россия,1776,1
7,99112912,Назарова Наталья Васильевна,1,5,4,4,единая россия,1776,1
7,99112913,Будуев Николай Робертович,1,4,3,3,единая россия,1776,1
7,99112914,Данчикова Галина Иннокентьевна,3,5,5,5,единая россия,1776,1
7,99112915,Кувшинова Наталья Сергеевна,2,5,3,4,единая россия,1776,1
7,99112916,Горелкин Антон Вадимович,3,5,3,4,единая россия,1776,1
7,99112917,Пушкарев Владимир Александрович,1,5,2,3,единая россия,1776,1
7,99112918,Зиннуров Ирек Хайдарович,1,5,4,4,единая россия,1532,1
7,99112919,Павлова Ольга Ивановна,3,5,3,4,единая россия,1776,1
7,99112920,Германова Ольга Михайловна,2,5,3,4,единая россия,1776,1
7,99112921,Богодухов Владимир Иванович,3,5,4,4,единая россия,1776,1
7,99112922,Кобилев Алексей Геннадьевич,2,5,5,5,единая россия,1776,1
7,99112923,Сайтиев Бувайсар Хамидович,1,4,2,3,единая россия,1776,1
7,99112924,Догаев Ахмед Шамханович,1,5,2,3,единая россия,1776,1
7,99112925,Газгиреев Юшаа Орснакиевич,1,5,3,3,единая россия,1776,1
7,99112926,Марьяш Ирина Евгеньевна,3,5,5,5,единая россия,1776,1
7,99112927,Хасанов Мурат Русланович,1,5,3,3,единая россия,1776,1
7,99112928,Воевода Алексей Иванович,1,5,4,4,единая россия,1776,1
7,99112929,Поклонская Наталья Владимировна,3,3,2,3,единая россия,1776,1
7,99112930,Блоцкий Владимир Николаевич,2,3,2,3,кпрф,1776,1
7,99112932,Грибов Александр Сергеевич,4,5,4,5,единая россия,1205,1
7,99112933,Касаева Татьяна Викторовна,3,5,4,4,единая россия,1776,1
7,99112934,Волков Юрий Геннадьевич,3,4,1,3,лдпр,1776,1
7,99112935,Петров Анатолий Ильич,1,5,5,4,единая россия,1776,1
7,99112936,Авдеев Александр Александрович,3,5,2,4,единая россия,1776,1
7,99112937,Бессарабов Даниил Владимирович,4,5,2,4,единая россия,1776,1
7,99112938,Осадчий Николай Иванович,5,4,2,4,кпрф,1776,1
7,99112939,Карамышев Виктор Николаевич,3,5,4,4,единая россия,988,1
7,99112940,Боженов Сергей Андреевич,2,5,3,4,единая россия,3552,1
7,99112979,Суббот Валентин Владимирович,1,5,4,4,единая россия,1434,1
7,99113014,Бессараб Светлана Викторовна,4,5,4,5,единая россия,1714,1
7,99113039,Пирог Дмитрий Юрьевич,2,5,4,4,единая россия,1629,1
7,99113040,Пилюс Наталия Николаевна,1,5,4,4,единая россия,1629,1
7,99113072,Андрейченко Андрей Валерьевич,4,4,3,4,лдпр,1538,1
7,99113073,Малов Николай Владимирович,1,5,4,4,единая россия,1508,1
7,99113126,Пайкин Борис Романович,3,3,3,3,лдпр,1436,1
7,99113127,Яхнюк Сергей Васильевич,1,5,3,3,единая россия,1436,1
7,99113128,Быков Олег Петрович,4,5,4,5,единая россия,1405,1
7,99113129,Ионин Дмитрий Александрович,4,3,3,4,справедливая россия,1384,1
7,99113201,Ярошук Александр Георгиевич,1,4,2,2,единая россия,1072,1
7,99113202,Сватковский Дмитрий Валерьевич,3,5,3,4,единая россия,1072,1
7,99113203,Примаков Евгений Александрович,2,4,2,3,единая россия,655,1
7,99113204,Веремеенко Сергей Алексеевич,1,5,3,4,единая россия,1072,1
7,99113205,Кузьмин Андрей Альбертович,2,4,1,3,лдпр,1072,1
7,99113290,Якубовский Александр Владимирович,2,4,2,3,единая россия,1055,1
7,99113311,Менделевич Борис Давыдович,1,5,2,3,единая россия,992,1
7,99113312,Марков Евгений Владимирович,2,2,1,2,лдпр,866,1
7,99113313,Пиляев Иван Сергеевич,2,3,1,2,лдпр,708,1
7,99113314,Бобрышев Юрий Иванович,1,5,1,2,единая россия,708,1
7,99113315,Пилипенко Ольга Васильевна,1,5,1,3,единая россия,708,1
7,99113316,Шипулин Антон Владимирович,1,3,3,3,единая россия,708,1
7,99113317,Моляков Игорь Юрьевич,4,4,2,4,справедливая россия,558,1
7,99113318,Гордеев Алексей Васильевич,1,5,2,3,единая россия,551,1
7,99113319,Сокол Сергей Михайлович,1,5,1,2,единая россия,511,1
7,99113320,Пьяных Дмитрий Сергеевич,2,3,1,2,лдпр,383,1
7,99113321,Золотарев Алексей Михайлович,1,3,1,2,единая россия,334,1
7,99113322,Самокутяев Александр Михайлович,1,4,1,2,справедливая россия,334,1
7,99113323,Коваленко Андрей Николаевич,1,4,1,2,единая россия,333,1
7,99113324,Лябихов Роман Михайлович,1,3,1,2,кпрф,284,1
7,99113325,Кузякин Дмитрий Викторович,1,3,1,2,кпрф,208,1
7,99113326,Лисовенко Алексей Анатольевич,1,5,1,3,единая россия,194,1
7,99113327,Парахин Гаврил Павлович,1,3,1,1,лдпр,124,1
