season,deputy_id,deputy_name,vist_rank,golos_rank,zakon_rank,allIn_rank,party_name_clean,days,times
3,99100010,Александров Алексей Иванович,1,4,1,2,единая россия,1438,3
3,99100015,Апарина Алевтина Викторовна,5,3,3,4,кпрф,1440,3
3,99100021,Астраханкина Татьяна Александровна,4,3,2,4,Без или др,1439,3
3,99100030,Безбородов Николай Максимович,4,5,5,5,Без или др,1440,3
3,99100035,Биндюков Николай Гаврилович,2,3,1,2,кпрф,1440,3
3,99100052,Булавинов Вадим Евгеньевич,4,3,2,3,Без или др,1001,2
3,99100056,Бурдуков Павел Тимофеевич,4,4,4,4,Без или др,1440,3
3,99100077,Волков Владимир Николаевич,4,3,3,3,кпрф,1440,3
3,99100087,Гайдар Егор Тимурович,1,3,1,1,Без или др,1440,2
3,99100095,Глазьев Сергей Юрьевич,5,3,2,3,кпрф,1440,2
3,99100099,Говорухин Станислав Сергеевич,3,5,3,4,единая россия,1440,3
3,99100102,Головлев Владимир Иванович,1,2,3,2,Без или др,945,3
3,99100108,Гостев Руслан Георгиевич,3,3,1,3,кпрф,1440,3
3,99100109,Грачёв Иван Дмитриевич,1,1,4,2,Без или др,1438,3
3,99100110,Грешневиков Анатолий Николаевич,3,4,2,4,Без или др,1440,3
3,99100114,Гуков Виталий Владимирович,2,5,2,3,единая россия,1440,2
3,99100122,Давыдов Александр Семенович,1,3,2,2,Без или др,1440,2
3,99100125,Данченко Борис Иванович,1,3,1,2,Без или др,1440,3
3,99100128,Дмитриева Оксана Генриховна,4,1,4,3,Без или др,1438,3
3,99100142,Жириновский Владимир Вольфович,5,2,2,4,лдпр,1439,3
3,99100145,Жуков Александр Дмитриевич,5,5,4,5,Без или др,1440,3
3,99100151,Задорнов Михаил Михайлович,5,3,4,4,яблоко,1440,3
3,99100167,Зоркальцев Виктор Ильич,4,4,3,4,кпрф,1440,3
3,99100171,Зюганов Геннадий Андреевич,4,4,1,3,кпрф,1440,3
3,99100172,Иваненко Сергей Викторович,5,3,4,4,яблоко,1440,3
3,99100178,Игрунов Вячеслав Владимирович,2,3,1,2,яблоко,1440,3
3,99100179,Илюхин Виктор Иванович,4,3,4,4,кпрф,1440,3
3,99100192,Катренко Владимир Семенович,2,5,1,3,единая россия,1440,2
3,99100204,Ковалев Сергей Адамович,3,2,3,3,Без или др,1440,3
3,99100214,Костерин Евгений Алексеевич,1,4,4,3,кпрф,1440,3
3,99100225,Кулик Геннадий Васильевич,5,4,5,5,единая россия,1440,3
3,99100228,Лапшин Михаил Иванович,3,5,3,4,единая россия,729,3
3,99100229,Лахова Екатерина Филипповна,3,5,1,3,единая россия,1440,3
3,99100239,Логинов Евгений Юрьевич,3,4,1,3,лдпр,458,3
3,99100244,Лукин Владимир Петрович,3,3,1,2,яблоко,1440,3
3,99100245,Лукьянов Анатолий Иванович,5,3,3,4,кпрф,1440,3
3,99100246,Лысенко Владимир Николаевич,3,4,2,3,Без или др,1440,3
3,99100259,Медведев Владимир Сергеевич,2,4,2,3,Без или др,1440,3
3,99100260,Медведев Павел Алексеевич,4,5,4,5,единая россия,1440,3
3,99100264,Мельников Алексей Юрьевич,1,4,2,2,яблоко,1440,3
3,99100270,Митрофанов Алексей Валентинович,5,3,2,4,лдпр,1440,3
3,99100274,Михайлов Александр Николаевич,2,3,1,2,кпрф,302,3
3,99100275,Михайлов Алексей Юрьевич,2,3,2,3,яблоко,1440,3
3,99100289,Невзоров Александр Глебович,1,2,1,1,Без или др,1371,3
3,99100293,Никитин Валентин Иванович,4,4,2,3,Без или др,1439,3
3,99100314,Пискунов Александр Александрович,1,4,1,2,Без или др,457,2
3,99100315,Плетнева Тамара Васильевна,4,4,3,4,кпрф,1440,3
3,99100316,Плотников Владимир Николаевич,3,3,3,3,Без или др,1439,3
3,99100319,Пономарёв Алексей Алексеевич,1,3,2,2,кпрф,1439,3
3,99100327,Похмелкин Виктор Валерьевич,5,1,3,3,Без или др,1439,3
3,99100330,Пузановский Адриан Георгиевич,5,4,4,5,Без или др,1438,3
3,99100336,Решульский Сергей Николаевич,5,4,3,5,кпрф,1440,3
3,99100337,Родионов Юрий Николаевич,2,5,2,4,единая россия,1440,2
3,99100340,Рыбаков Юлий Андреевич,4,1,1,2,Без или др,1439,3
3,99100342,Рыжков Владимир Александрович,4,2,2,3,единая россия,1439,3
3,99100347,Севастьянов Виталий Иванович,2,3,2,3,кпрф,1440,3
3,99100349,Селезнёв Геннадий Николаевич,1,1,1,1,кпрф,1439,3
3,99100350,Селиванов Андрей Владимирович,3,3,4,4,Без или др,1440,3
3,99100370,Сухой Николай Авксентьевич,4,3,3,4,Без или др,1438,3
3,99100376,Тен Юрий Михайлович,3,5,3,4,Без или др,1279,3
3,99100378,Титенко Борис Михайлович,1,3,2,2,Без или др,1440,2
3,99100383,Томчин Григорий Алексеевич,4,3,3,4,Без или др,1440,2
3,99100384,Травкин Николай Ильич,2,3,3,3,Без или др,1438,3
3,99100404,Финько Олег Александрович,2,3,1,2,лдпр,1440,3
3,99100406,Хакамада Ирина Муцуовна,3,3,2,3,Без или др,1439,3
3,99100407,Харитонов Николай Михайлович,5,3,2,4,Без или др,1440,3
3,99100415,Чикин Валентин Васильевич,1,4,1,2,кпрф,1440,3
3,99100416,Чилингаров Артур Николаевич,4,4,2,4,Без или др,1440,3
3,99100420,Чуркин Геннадий Иванович,2,3,1,2,Без или др,1440,3
3,99100428,Шелищ Петр Борисович,4,5,4,5,яблоко,1438,3
3,99100433,Шохин Александр Николаевич,5,4,4,5,Без или др,994,3
3,99100434,Шуба Виталий Борисович,3,4,1,3,Без или др,1440,3
3,99100436,Южаков Владимир Николаевич,4,3,2,3,Без или др,1440,2
3,99100437,Юшенков Сергей Николаевич,4,1,2,3,Без или др,1184,3
3,99100439,Явлинский Григорий Алексеевич,2,3,1,2,яблоко,1440,3
3,99100444,Ярыгина Татьяна Владимировна,1,4,2,2,яблоко,1440,3
3,99100452,Морозов Олег Викторович,5,5,1,4,Без или др,1440,3
3,99100453,Митрохин Сергей Сергеевич,5,3,2,4,яблоко,1440,3
3,99100454,Арбатов Алексей Георгиевич,4,4,1,3,яблоко,1440,3
3,99100463,Титов Герман Степанович,1,4,1,2,кпрф,247,3
3,99100469,Потапов Сергей Александрович,1,4,3,2,кпрф,1440,2
3,99100481,Афанасьев Сергей Николаевич,3,3,1,2,кпрф,1440,1
3,99100543,Алферов Жорес Иванович,3,3,1,2,кпрф,1440,2
3,99100552,Кущенко Виктор Николаевич,1,3,1,2,яблоко,1440,1
3,99100583,Останин Валерий Сергеевич,1,3,3,2,яблоко,1440,1
3,99100601,Рашкин Валерий Федорович,2,3,3,3,кпрф,1440,1
3,99100635,Абраменков Дмитрий Николаевич,2,4,3,3,кпрф,1440,2
3,99100636,Швецов Александр Сергеевич,1,3,1,2,кпрф,1440,1
3,99100640,Арефьев Николай Васильевич,4,3,2,4,кпрф,1440,2
3,99100646,Барлыбаев Халиль Абубакирович,2,4,2,3,Без или др,1440,1
3,99100647,Климов Андрей Аркадьевич,3,4,1,3,Без или др,1440,1
3,99100648,Корнеева Надежда Анатольевна,1,3,1,2,кпрф,1440,1
3,99100649,Кузин Валерий Владимирович,1,3,1,2,Без или др,1439,1
3,99100650,Лекарева Вера Александровна,4,4,3,4,Без или др,1439,1
3,99100651,Махачев Гаджи Нухиевич,3,4,2,3,Без или др,1439,1
3,99100652,Семенов Бато Цырендондокович,1,5,1,2,единая россия,1440,1
3,99100653,Ханкоев Игорь Матвеевич,1,5,2,3,Без или др,1439,1
3,99100654,Шаккум Мартин Люцианович,4,4,3,4,Без или др,1440,1
3,99100655,Шпорт Вячеслав Иванович,2,5,2,3,Без или др,1439,1
3,99100656,Швыряев Ярослав Михайлович,3,5,3,4,Без или др,1440,1
3,99100657,Храмов Рэм Андреевич,3,5,1,3,единая россия,1440,1
3,99100658,Веретено Александр Константинович,1,5,2,3,Без или др,822,1
3,99100659,Гребенюк Владимир Дмитриевич,2,5,1,3,Без или др,1440,1
3,99100660,Топилин Виктор Михайлович,1,4,2,2,Без или др,1439,1
3,99100661,Сайфуллин Франис Аскарьянович,1,4,2,3,Без или др,1440,1
3,99100662,Апарин Иван Васильевич,1,3,3,3,Без или др,1422,1
3,99100663,Ахметханов Салимхан Миннеханович,1,3,3,2,Без или др,1439,1
3,99100664,Сафиуллин Фандас Шакирович,4,4,1,3,Без или др,1440,1
3,99100665,Орголайнен Александр Арович,2,4,2,3,Без или др,1437,1
3,99100666,Иванов Николай Николаевич,1,3,1,2,кпрф,1440,1
3,99100667,Гусенков Владимир Петрович,1,4,1,2,единая россия,1021,1
3,99100668,Чикулаев Сергей Николаевич,1,4,1,2,Без или др,1440,1
3,99100669,Белоусов Александр Николаевич,3,5,3,4,Без или др,1439,1
3,99100670,Яковлева Татьяна Владимировна,1,5,3,4,единая россия,1440,1
3,99100671,Оленьев Вячеслав Владимирович,2,3,2,2,Без или др,1440,1
3,99100672,Зорькин Вячеслав Алексеевич,3,3,1,2,кпрф,1440,1
3,99100673,Ботка Николай Петрович,1,5,3,3,единая россия,1440,1
3,99100674,Худяков Иван Дмитриевич,1,3,1,2,кпрф,1440,1
3,99100675,Рязанов Александр Николаевич,2,3,2,2,единая россия,672,1
3,99100676,Шиманов Александр Алексеевич,1,3,3,2,Без или др,1437,1
3,99100677,Орлов Вадим Иванович,1,4,2,3,Без или др,1439,1
3,99100678,Клюкин Александр Николаевич,1,3,2,2,единая россия,1437,1
3,99100679,Лисиненко Игорь Васильевич,2,5,2,3,единая россия,1439,1
3,99100680,Шишкарев Сергей Николаевич,3,5,2,3,Без или др,1439,1
3,99100681,Иванова Валентина Николаевна,3,4,3,4,Без или др,1440,1
3,99100682,Степашин Сергей Вадимович,4,2,3,3,яблоко,99,1
3,99100683,Казанков Иван Иванович,1,4,1,2,Без или др,1440,1
3,99100684,Голубков Анатолий Иванович,1,2,1,1,Без или др,1440,1
3,99100685,Драганов Валерий Гаврилович,4,5,3,5,единая россия,1440,1
3,99100686,Резник Борис Львович,3,2,3,3,Без или др,1437,1
3,99100688,Марков Валерий Петрович,3,4,1,3,Без или др,1439,1
3,99100689,Костерин Николай Николаевич,1,3,1,2,Без или др,1439,1
3,99100690,Савельев Дмитрий Владимирович,1,2,1,1,Без или др,1440,1
3,99100691,Буратаева Александра Манджиевна,2,5,3,4,единая россия,1440,1
3,99100692,Карелин Александр Александрович,1,5,1,2,единая россия,1440,1
3,99100693,Локтионов Николай Игоревич,4,5,3,5,единая россия,457,1
3,99100694,Гимаев Рагиб Насретдинович,1,4,3,3,Без или др,1440,1
3,99100695,Хакимов Мидхат Гайнанович,1,4,1,2,Без или др,1440,1
3,99100696,Скоч Андрей Владимирович,1,4,3,3,Без или др,1437,1
3,99100697,Гришин Виктор Иванович,4,5,2,4,единая россия,1439,1
3,99100698,Смирнова Светлана Константиновна,1,5,2,3,единая россия,1438,1
3,99100700,Чайка Валентин Васильевич,1,5,2,3,Без или др,1438,1
3,99100701,Киселев Николай Петрович,2,3,2,3,Без или др,1439,1
3,99100702,Руденский Игорь Николаевич,1,5,3,3,единая россия,1439,1
3,99100703,Аверченко Владимир Александрович,4,5,2,4,Без или др,1439,1
3,99100704,Лигачев Егор Кузьмич,4,4,3,4,кпрф,1440,1
3,99100705,Юревич Михаил Валериевич,1,4,2,3,Без или др,1439,1
3,99100706,Загидуллин Сергей Ильгизович,1,4,2,3,Без или др,1439,1
3,99100707,Гималов Рафаэль Имамович,1,4,2,2,Без или др,1438,1
3,99100708,Нигматулин Роберт Искандрович,3,3,3,3,Без или др,1440,1
3,99100709,Рогонов Петр Петрович,3,3,3,3,кпрф,1440,1
3,99100711,Колесников Сергей Иванович,2,5,3,4,Без или др,1439,1
3,99100712,Рубежанский Петр Николаевич,2,5,2,4,единая россия,1440,1
3,99100713,Неверов Сергей Иванович,4,4,4,4,Без или др,1438,1
3,99100714,Артемьев Анатолий Иванович,2,3,2,3,Без или др,1440,1
3,99100715,Гришанков Михаил Игнатьевич,3,3,3,4,Без или др,1439,1
3,99100716,Лабейкин Александр Алексеевич,4,3,2,3,кпрф,1440,1
3,99100717,Савостьянова Валентина Борисовна,4,4,3,4,Без или др,1440,1
3,99100718,Куликов Анатолий Сергеевич,2,5,3,4,единая россия,1437,1
3,99100719,Галушкин Василий Иванович,1,5,1,2,Без или др,1438,1
3,99100720,Яркин Лев Николаевич,3,3,3,3,Без или др,1438,1
3,99100721,Зиятдинова Флюра Газизовна,3,5,3,4,Без или др,1440,1
3,99100722,Березовский Борис Абрамович,2,1,1,1,Без или др,183,1
3,99100724,Ивлев Иван Алексеевич,1,5,1,3,единая россия,1440,1
3,99100725,Дружинин Геннадий Иннокентьевич,1,2,1,1,Без или др,1437,1
3,99100726,Лузин Геннадий Павлович,1,1,1,1,Без или др,6,1
3,99100727,Леонтьев Георгий Карпеевич,2,5,4,4,Без или др,1439,1
3,99100728,Абрамович Роман Аркадиевич,1,1,1,1,Без или др,366,1
3,99100729,Пекарев Владимир Янович,2,5,2,3,Без или др,1439,1
3,99100730,Мокрый Владимир Семенович,4,5,1,3,единая россия,1440,1
3,99100731,Иванов Анатолий Семенович,4,5,3,4,Без или др,1439,1
3,99100732,Мащенко Олег Иванович,2,3,2,3,Без или др,1440,1
3,99100733,Ковалев Николай Дмитриевич,2,5,3,4,единая россия,1440,1
3,99100734,Рязанский Валерий Владимирович,3,5,1,3,единая россия,1439,1
3,99100735,Широков Сергей Валентинович,1,5,2,3,единая россия,1440,1
3,99100736,Шохин Сергей Олегович,1,5,3,3,единая россия,457,1
3,99100737,Анохин Павел Викторович,1,5,2,3,единая россия,1440,1
3,99100738,Конев Юрий Михайлович,4,5,3,4,Без или др,1439,1
3,99100739,Ольшанский Николай Михайлович,1,4,1,2,единая россия,1439,1
3,99100740,Басыгысов Виталий Николаевич,3,5,2,4,Без или др,1439,1
3,99100741,Паутов Виктор Николаевич,2,4,1,2,кпрф,1440,1
3,99100742,Генералов Сергей Владимирович,1,3,3,2,Без или др,1440,1
3,99100743,Гальченко Валерий Владимирович,3,5,4,4,Без или др,1439,1
3,99100745,Войтенко Виктор Петрович,2,4,4,4,Без или др,1439,1
3,99100746,Подгурский Александр Михайлович,3,5,2,4,Без или др,1439,1
3,99100748,Гуров Александр Иванович,4,5,4,5,единая россия,1440,1
3,99100749,Исаев Андрей Константинович,5,5,4,5,единая россия,1439,1
3,99100750,Лебедев Игорь Владимирович,2,3,2,3,лдпр,1439,1
3,99100752,Мирзоев Гасан Борисович,3,3,3,3,Без или др,1439,1
3,99100753,Надеждин Борис Борисович,5,3,3,4,Без или др,1439,1
3,99100754,Саркисян Ашот Григорьевич,1,5,1,2,единая россия,1438,1
3,99100755,Артемьев Игорь Юрьевич,3,3,4,4,яблоко,1440,1
3,99100756,Липатов Юрий Александрович,4,5,1,4,единая россия,1440,1
3,99100757,Демин Владислав Анатольевич,1,3,1,1,лдпр,1440,1
3,99100758,Захаров Иван Васильевич,2,4,3,3,кпрф,1440,1
3,99100759,Семигин Геннадий Юрьевич,1,3,2,2,Без или др,1439,1
3,99100760,Кириенко Сергей Владиленович,2,2,1,2,Без или др,133,1
3,99100761,Крашенинников Павел Владимирович,5,3,4,5,Без или др,1440,1
3,99100762,Ремчуков Константин Вадимович,2,3,3,3,Без или др,1440,1
3,99100763,Багишаев Зайнулла Абдулгалимович,3,5,1,3,единая россия,1440,1
3,99100764,Гайнуллина Фарида Исмагиловна,4,5,3,5,единая россия,1440,1
3,99100765,Никитин Анатолий Алексеевич,2,3,1,2,Без или др,1440,1
3,99100766,Косачев Константин Иосифович,4,5,1,3,единая россия,1439,1
3,99100767,Пастухов Борис Николаевич,3,5,1,3,единая россия,1440,1
3,99100768,Примаков Евгений Максимович,3,5,3,4,единая россия,1439,1
3,99100769,Ветров Константин Владимирович,1,3,2,2,лдпр,1440,1
3,99100770,Гузанов Алексей Анатольевич,1,4,3,3,единая россия,1438,1
3,99100771,Гуцериев Саит-Салам Сафарбекович,1,5,3,3,единая россия,1439,1
3,99100772,Игнатов Владислав Михайлович,2,1,3,2,лдпр,457,1
3,99100773,Керимов Сулейман Абусаидович,1,3,1,1,лдпр,1438,1
3,99100774,Мамонов Юрий Васильевич,1,3,1,1,лдпр,1440,1
3,99100775,Семенков Владимир Михайлович,1,3,1,1,единая россия,959,1
3,99100776,Слуцкий Леонид Эдуардович,2,3,1,2,лдпр,1440,1
3,99100777,Апатенко Сергей Николаевич,3,5,2,4,единая россия,1440,1
3,99100778,Стрельченко Галина Ивановна,3,5,2,4,единая россия,1440,1
3,99100779,Афанасьев Александр Михайлович,2,3,1,2,Без или др,1440,1
3,99100780,Певцов Владимир Андреевич,2,4,3,3,Без или др,1439,1
3,99100781,Муцоев Зелимхан Аликоевич,1,4,1,2,Без или др,1439,1
3,99100782,Коргунов Олег Николаевич,3,5,2,4,Без или др,1439,1
3,99100783,Зайцев Константин Борисович,1,4,3,3,Без или др,1440,1
3,99100784,Аксаков Анатолий Геннадьевич,5,5,5,5,Без или др,1439,1
3,99100788,Шеин Олег Васильевич,4,1,3,3,Без или др,1439,1
3,99100789,Предыбайлов Виталий Митрофанович,3,5,2,4,единая россия,1440,1
3,99100790,Омаров Гаджимурад Заирбекович,1,5,3,3,Без или др,1439,1
3,99100791,Четвериков Александр Владимирович,2,4,2,3,Без или др,1440,1
3,99100792,Васильев Максим Игоревич,2,5,1,3,единая россия,1440,1
3,99100793,Беляев Леонид Анатольевич,1,5,3,3,единая россия,1440,1
3,99100794,Бенедиктов Николай Анатольевич,1,4,3,3,кпрф,1440,1
3,99100795,Бондарь Вадим Николаевич,2,4,2,3,Без или др,1440,1
3,99100796,Вшивцев Владимир Сергеевич,2,5,3,4,единая россия,1440,1
3,99100797,Гамзатова Хаписат Магомедовна,3,4,3,3,кпрф,1440,1
3,99100798,Динес Игорь Юрьевич,4,5,3,4,единая россия,1440,1
3,99100799,Драпеко Елена Григорьевна,3,4,3,4,Без или др,1439,1
3,99100800,Залепухин Николай Петрович,1,5,2,3,единая россия,1440,1
3,99100801,Залиханов Михаил Чоккаевич,2,5,2,4,единая россия,1440,1
3,99100802,Кислицын Василий Александрович,3,4,1,3,кпрф,1440,1
3,99100803,Климов Владимир Владимирович,1,5,2,3,единая россия,1440,1
3,99100804,Клинцевич Франц Адамович,1,5,1,2,единая россия,1440,1
3,99100805,Ковалев Олег Иванович,5,5,1,4,единая россия,1440,1
3,99100806,Кондакова Елена Владимировна,1,5,2,3,единая россия,1440,1
3,99100807,Коптев-Дворников Владимир Евгеньевич,2,3,3,3,Без или др,1437,1
3,99100808,Косариков Александр Николаевич,2,5,2,4,единая россия,1440,1
3,99100809,Лушин Владимир Петрович,1,5,1,3,единая россия,730,1
3,99100810,Мартынов Борис Алексеевич,1,5,1,2,единая россия,1440,1
3,99100811,Наумов Олег Георгиевич,2,4,3,3,Без или др,1440,1
3,99100812,Родионов Игорь Николаевич,2,4,1,2,кпрф,1440,1
3,99100813,Цыбакин Юрий Владимирович,2,5,3,4,единая россия,1440,1
3,99100814,Чекис Анатолий Владимирович,3,3,2,3,Без или др,1440,1
3,99100815,Чертищев Владимир Сергеевич,1,4,2,3,кпрф,1440,1
3,99100816,Чуев Александр Викторович,4,4,3,4,единая россия,1439,1
3,99100817,Чуприна Николай Нестерович,1,5,1,2,единая россия,1440,1
3,99100818,Беляков Александр Семенович,3,5,3,4,единая россия,1439,1
3,99100819,Левченко Сергей Георгиевич,1,4,1,2,Без или др,1440,1
3,99100820,Солдаткин Дмитрий Федорович,3,4,1,3,Без или др,1440,1
3,99100821,Булаев Николай Иванович,2,5,1,3,единая россия,1440,1
3,99100822,Кадочников Владимир Дмитриевич,1,4,4,3,кпрф,1440,1
3,99100823,Кузнецов Василий Федотович,1,5,1,3,единая россия,1440,1
3,99100824,Мяки Артур Элденович,3,3,2,3,Без или др,1440,1
3,99100825,Бакиев Рим Сагитович,1,5,2,3,единая россия,1440,1
3,99100826,Шульга Александр Васильевич,4,3,2,3,Без или др,1439,1
3,99100827,Алексеев Алексей Алексеевич,2,5,3,4,единая россия,1440,1
3,99100828,Федулов Александр Михайлович,5,2,2,3,единая россия,1437,1
3,99100829,Володин Вячеслав Викторович,5,5,5,5,единая россия,1439,1
3,99100830,Слиска Любовь Константиновна,4,5,2,4,единая россия,1440,1
3,99100831,Бездольный Александр Васильевич,1,5,3,4,единая россия,1440,1
3,99100832,Коробов Максим Леонидович,3,5,1,3,единая россия,1440,1
3,99100833,Каретников Владимир Владимирович,1,5,3,3,единая россия,1440,1
3,99100834,Грызлов Борис Вячеславович,3,5,3,4,единая россия,442,1
3,99100836,Плескачевский Виктор Семенович,5,5,4,5,единая россия,1440,1
3,99100837,Анненский Игорь Александрович,2,2,3,3,кпрф,1440,1
3,99100838,Гаманенко Александр Иванович,2,3,2,3,Без или др,1440,1
3,99100839,Дайхес Николай Аркадьевич,2,3,3,3,кпрф,1440,1
3,99100840,Золотилин Сергей Александрович,1,1,3,2,Без или др,1440,1
3,99100841,Коломейцев Виктор Андреевич,3,4,1,3,кпрф,1440,1
3,99100842,Маевский Леонид Станиславович,4,3,2,3,кпрф,1439,1
3,99100843,Марченко Евгений Владимирович,1,1,1,1,кпрф,1439,1
3,99100844,Прощин Сергей Александрович,2,2,1,2,Без или др,1440,1
3,99100845,Сайкин Валерий Тимофеевич,4,4,3,4,кпрф,1440,1
3,99100846,Шакиров Рифхат Мидхатович,1,4,1,2,кпрф,1438,1
3,99100847,Шитуев Валерий Анатольевич,1,2,1,1,Без или др,1439,1
3,99100848,Южилин Виталий Александрович,1,2,1,1,Без или др,1440,1
3,99100849,Баржанова Маргарита Валерьевна,1,4,1,2,единая россия,1439,1
3,99100850,Брусникин Николай Юрьевич,3,4,3,4,Без или др,1440,1
3,99100851,Глебова Любовь Николаевна,1,3,1,1,Без или др,731,1
3,99100852,Курин Юрий Геннадьевич,1,3,3,3,Без или др,1440,1
3,99100853,Федоткин Иван Тимофеевич,1,3,2,2,Без или др,1440,1
3,99100854,Фомин Александр Анатольевич,3,4,2,3,Без или др,1440,1
3,99100855,Шубин Александр Валентинович,2,4,2,3,Без или др,1439,1
3,99100856,Азарова Надежда Борисовна,1,5,2,3,единая россия,1440,1
3,99100857,Гасанов Магомедкади Набиевич,1,5,3,3,единая россия,1440,1
3,99100858,Кокошин Андрей Афанасьевич,2,5,1,3,единая россия,1440,1
3,99100859,Куликов Виктор Георгиевич,2,5,1,3,единая россия,1440,1
3,99100860,Лунцевич Валентин Васильевич,4,3,2,3,Без или др,1439,1
3,99100861,Опекунов Виктор Семенович,2,5,3,4,единая россия,1440,1
3,99100862,Игошин Игорь Николаевич,2,2,2,2,Без или др,1440,1
3,99100863,Рокицкий Михаил Рафаилович,2,5,3,3,Без или др,1440,1
3,99100864,Семёнов Виктор Александрович,1,5,3,3,единая россия,1440,1
3,99100865,Сизов Александр Александрович,2,5,3,3,единая россия,1440,1
3,99100866,Дубов Владимир Матвеевич,2,4,4,4,единая россия,1440,1
3,99100867,Амиров Курбан-Али Амирович,1,5,3,4,единая россия,1440,1
3,99100868,Билалов Ахмед Гаджиевич,1,5,3,3,единая россия,1440,1
3,99100869,Бородай Виктор Иванович,1,5,3,3,единая россия,1439,1
3,99100871,Быков Владимир Иванович,1,5,1,2,единая россия,1440,1
3,99100872,Волковский Василий Иванович,2,4,4,4,единая россия,1438,1
3,99100873,Галичанин Евгений Николаевич,1,5,3,3,единая россия,1440,1
3,99100874,Грачев Владимир Александрович,4,5,3,4,единая россия,1440,1
3,99100875,Ермакова Эльвира Леонидовна,4,5,3,5,единая россия,1172,1
3,99100876,Житинкин Сергей Владимирович,1,5,3,3,единая россия,1440,1
3,99100877,Зубицкий Борис Давыдович,1,5,2,3,единая россия,1440,1
3,99100878,Коваленко Павел Иванович,4,5,2,4,единая россия,1440,1
3,99100879,Коваль Александр Павлович,2,5,2,4,единая россия,1440,1
3,99100880,Кодзоев Башир Ильясович,1,5,3,3,единая россия,1440,1
3,99100881,Комиссаров Валерий Яковлевич,3,5,2,4,единая россия,1440,1
3,99100882,Ледник Виталий Владимирович,2,5,2,3,единая россия,1440,1
3,99100883,Лобов Сергей Сергеевич,1,5,1,2,единая россия,1440,1
3,99100884,Ниязов Абдул-Вахед Валидович,1,2,1,1,единая россия,1439,1
3,99100885,Огоньков Алексей Валентинович,1,5,3,3,единая россия,1440,1
3,99100886,Резник Владислав Матусович,5,5,5,5,единая россия,1439,1
3,99100887,Романчук Антонина Ивановна,2,5,3,4,единая россия,1440,1
3,99100888,Сафаралиев Гаджимет Керимович,2,5,2,3,единая россия,1440,1
3,99100889,Семенов Владимир Олегович,3,4,2,3,Без или др,1438,1
3,99100890,Сорокин Николай Евгеньевич,1,5,3,3,единая россия,1440,1
3,99100892,Стрельченко Сергей Георгиевич,1,5,2,3,единая россия,1440,1
3,99100893,Табачков Николай Ильич,1,5,2,3,единая россия,1440,1
3,99100894,Тетерин Василий Николаевич,1,5,2,3,единая россия,1440,1
3,99100895,Томов Алексей Николаевич,1,5,4,3,единая россия,1440,1
3,99100896,Уткин Олег Васильевич,4,5,2,4,единая россия,1440,1
3,99100897,Черемушкин Василий Павлович,1,5,1,3,единая россия,1440,1
3,99100898,Шелехов Александр Михайлович,2,5,2,3,единая россия,1440,1
3,99100899,Шоршоров Степан Мкртычевич,1,5,3,3,единая россия,1440,1
3,99100900,Яшин Александр Михайлович,3,5,3,4,единая россия,1440,1
3,99100901,Литвинов Владимир Александрович,1,5,2,3,единая россия,1440,1
3,99100902,Малышев Валерий Иванович,1,2,1,1,Без или др,372,1
3,99100903,Хуснутдинов Наиль Кадырович,1,5,1,2,Без или др,1440,1
3,99100904,Егиазарян Ашот Геворкович,1,3,1,1,лдпр,1440,1
3,99100905,Баранников Александр Евгеньевич,4,3,3,4,Без или др,1437,1
3,99100910,Крюков Валерий Александрович,4,5,3,4,единая россия,1172,1
3,99100911,Владиславлев Александр Павлович,1,5,3,3,единая россия,1422,1
3,99100912,Петров Юрий Юрьевич,1,4,1,2,единая россия,1422,1
3,99100948,Дорогин Валерий Федорович,5,4,2,4,Без или др,1370,1
3,99100951,Баскаев Аркадий Георгиевич,3,4,2,3,Без или др,1370,1
3,99100952,Алкснис Виктор Имантович,4,2,1,3,Без или др,1370,1
3,99100953,Овчинников Николай Александрович,2,3,4,3,Без или др,1060,1
3,99100955,Севенард Константин Юрьевич,4,1,1,2,единая россия,1368,1
3,99100971,Купцов Валентин Александрович,2,4,1,2,кпрф,1440,2
3,99100987,Черепков Виктор Иванович,2,1,1,1,Без или др,1369,1
3,99100993,Захаров Алексей Константинович,1,3,1,2,яблоко,99,2
3,99101213,Бойко Вячеслав Андреевич,1,3,3,2,кпрф,1440,2
3,99101381,Воробьев Эдуард Аркадьевич,2,3,2,2,Без или др,1440,2
3,99101395,Воронцова Зоя Ивановна,3,3,4,3,кпрф,1440,2
3,99101396,Воротников Валерий Павлович,4,4,3,4,Без или др,1439,2
3,99101491,Гамза Геннадий Ефимович,3,3,3,3,кпрф,1440,2
3,99101519,Гвоздева Светлана Николаевна,3,5,4,4,единая россия,1440,2
3,99101528,Герасименко Николай Федорович,5,4,2,4,Без или др,1439,2
3,99101697,Горячева Светлана Петровна,4,2,1,3,кпрф,1439,2
3,99101709,Гребенников Валерий Васильевич,5,5,4,5,единая россия,1440,2
3,99101754,Гришуков Владимир Витальевич,3,3,1,2,кпрф,1440,2
3,99101783,Губенко Николай Николаевич,4,2,2,3,кпрф,1438,2
3,99101845,Гуцериев Микаил Сафарбекович,1,1,1,1,Без или др,29,2
3,99102051,Гончар Николай Николаевич,5,4,3,4,Без или др,1440,2
3,99102119,Емельянов Михаил Васильевич,2,3,3,3,яблоко,1440,2
